,molecule_chembl_id,smiles,type,pchembl_value_average,standard_value_average,pchembl_ave_fromStandard,diff
599,CHEMBL439842,CCSC(=S)SCC(=O)c1cccc(CNC(C)=O)c1,IC50,4.42,38240,4.42,0
600,CHEMBL242473,CCSC(=S)SCC(=O)c1cccc(NC(C)=O)c1,IC50,5.53,2930,5.53,0
601,CHEMBL481297,CCNC(=S)SCC(=O)c1ccc(NC(C)=O)cc1,IC50,6.85,141,6.85,0
602,CHEMBL481136,CCOC(=S)SCC(=O)c1ccc(NC(C)=O)cc1,IC50,6.27,536,6.27,0
603,CHEMBL482765,CCCC(=S)SCC(=O)c1ccc(NC(C)=O)cc1,IC50,6.79,164,6.79,0
604,CHEMBL244199,CCSC(=S)SCC(=O)c1ccc(NC(C)=O)cc1,IC50,5.78,1680,5.77,-0.01
605,CHEMBL481878,CCSC(=S)SCC(=O)c1ccc(-c2ccc(N)cn2)s1,IC50,6.08,831,6.08,0
606,CHEMBL481703,CCSC(=S)SCC(=O)c1ccc(-c2ccc(CNc3cnc4ccccc4c3)cn2)s1,IC50,6.26,555,6.26,0
607,CHEMBL479601,CCSC(=S)SCC(=O)c1ccc(CC(=O)Nc2ccc(OC)cc2)s1,IC50,6.6,251,6.6,0
608,CHEMBL516915,CCSC(=S)SCC(=O)c1ccc(CC(=O)NCc2ccc(OC)cc2)s1,IC50,6.05,887,6.05,0
609,CHEMBL479971,CCSC(=S)SCC(=O)c1ccc(CC(=O)NCc2ccccc2)s1,IC50,6.12,762,6.12,0
610,CHEMBL479970,CCSC(=S)SCC(=O)c1ccc(C(=O)Nc2ccccc2)s1,IC50,4.5,31600,4.5,0
611,CHEMBL479786,CCSC(=S)SCC(=O)c1ccc(C(=O)NCc2cc(C)cc(C)c2)s1,IC50,6.23,587,6.23,0
612,CHEMBL510856,CCCSC(=S)SCC(=O)c1ccc(C(=O)N[C@H](C)c2ccccc2)s1,IC50,6.14,725,6.14,0
613,CHEMBL517997,CCSC(=S)SCC(=O)c1ccc(C(=O)N[C@@H](C)c2ccccc2)s1,IC50,6.3,497,6.3,0
614,CHEMBL482137,CCSC(=S)SCC(=O)c1ccc(C(=O)NCc2ccccc2)s1,IC50,6.47,340,6.47,0
615,CHEMBL482136,CCSC(=S)SCC(=O)c1cccc(S(=O)(=O)Nc2ccc3c(c2)OCO3)c1,IC50,6.3,501,6.3,0
616,CHEMBL481319,CCSC(=S)SCC(=O)c1cccc(S(=O)(=O)Nc2cccc(C(N)=O)c2)c1,IC50,5.81,1560,5.81,0
617,CHEMBL481311,CCSC(=S)SCC(=O)c1cccc(S(=O)(=O)N(C)c2ccc(OC)cc2)c1,IC50,5.27,5330,5.27,0
618,CHEMBL481148,CCSC(=S)SCC(=O)c1cccc(S(=O)(=O)Nc2ccc(OC)cc2)c1,IC50,6.28,530,6.28,0
619,CHEMBL518961,CCSC(=S)SCC(=O)c1ccc(S(=O)(=O)Nc2ccc(OC)cc2)cc1,IC50,6.64,227,6.64,0
620,CHEMBL481955,CCSC(=S)SCC(=O)c1cccc(NS(=O)(=O)c2ccc(Cl)cc2)c1,IC50,5.46,3460,5.46,0
621,CHEMBL450723,CCSC(=S)SCC(=O)c1ccc(NS(=O)(=O)c2ccc(Cl)cc2)cc1,IC50,5.6,2490,5.6,0
622,CHEMBL517384,CCSC(=S)SCC(=O)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)cc1,IC50,6.23,589,6.23,0
623,CHEMBL481131,CCSC(=S)SCC(=O)c1ccc(NC(=O)Nc2ccccc2)cc1,IC50,4.73,18800,4.73,0
624,CHEMBL480973,CCSC(=S)SCC(=O)c1ccc(C(=O)NCCOc2ccccc2)cc1,IC50,6.15,712,6.15,0
625,CHEMBL482272,CCSC(=S)SCC(=O)c1cccc(C(=O)NCCOc2ccccc2)c1,IC50,6.48,328,6.48,0
626,CHEMBL482271,CCSC(=S)SCC(=O)c1ccc(CNC(=O)c2ccccc2)cc1,IC50,6.28,523,6.28,0
627,CHEMBL482270,CCSC(=S)SCC(=O)c1ccc(C(=O)NCc2ccccc2)cc1,IC50,5.24,5780,5.24,0
628,CHEMBL451289,CCSC(=S)SCC(=O)c1cccc(C(=O)NCc2ccccc2)c1,IC50,6.17,672,6.17,0
629,CHEMBL482096,CCSC(=S)SCC(=O)c1cccc(NC(=O)c2cnc3ccccc3c2)c1,IC50,6.23,592,6.23,0
630,CHEMBL482095,CCSC(=S)SCC(=O)c1ccc(NC(=O)c2cccnc2)cc1,IC50,5.94,1160,5.94,0
631,CHEMBL519134,CCSC(=S)SCC(=O)c1cccc(NC(=O)c2cccnc2)c1,IC50,6.41,388,6.41,0
632,CHEMBL482094,CCSC(=S)SCC(=O)c1ccc(Nc2ncnc3ccccc23)cc1,IC50,4.59,25800,4.59,0
633,CHEMBL520781,CCSC(=S)SCC(=O)c1ccc(NS(=O)(=O)c2ccccc2)cc1,IC50,5.73,1870,5.73,0
634,CHEMBL482281,CCSC(=S)SCC(=O)c1cccc(NS(=O)(=O)c2ccccc2)c1,IC50,5.81,1550,5.81,0
635,CHEMBL482280,CCSC(=S)SCC(=O)c1ccc(NC(=O)c2ccccc2)cc1,IC50,4.98,10400,4.98,0
636,CHEMBL479611,CCSC(=S)SCC(=O)c1cccc(NC(=O)c2ccccc2)c1,IC50,5.91,1220,5.91,0
637,CHEMBL517076,CCSC(=S)SCC(=O)c1ccc(C(=O)Nc2ccccc2)cc1,IC50,4.55,27900,4.55,0
638,CHEMBL481922,CCSC(=S)SCC(=O)c1cccc(C(=O)Nc2ccccc2)c1,IC50,5.78,1670,5.78,0
639,CHEMBL482075,CCSC(=S)SCC(=O)c1ccc(NC(=O)c2cnc3ccccc3c2)cc1,IC50,6.01,980,6.01,0
640,CHEMBL479278,Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3ccc(N4CCOCC4)nc3)n2)cc1,IC50,7.3,50,7.3,0
641,CHEMBL519604,Nc1ccccc1NC(=O)c1ccc(CNc2cc(-c3cccnc3)ncn2)cc1,IC50,7.16,70,7.15,-0.01
642,CHEMBL480623,Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3ccsc3)n2)cc1,IC50,7.16,70,7.15,-0.01
643,CHEMBL479279,CN1CCN(c2ccc(-c3ccnc(NCc4ccc(C(=O)Nc5ccccc5N)cc4)n3)cn2)CC1,IC50,7.1,80,7.1,0
644,CHEMBL516236,Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3ccc(OCCN4CCOCC4)cc3)n2)cc1,IC50,7.1,80,7.1,0
645,CHEMBL480923,Nc1ccccc1NC(=O)c1ccc(CNc2cccc(-c3cccnc3)c2)cc1,IC50,7.05,90,7.05,0
646,CHEMBL480026,CSc1ccc(-c2ccnc(NCc3ccc(C(=O)Nc4ccccc4N)cc3)n2)cn1,IC50,7.05,90,7.05,0
647,CHEMBL481998,Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3ccc(CN4CCOCC4)cc3)n2)cc1,IC50,7.05,90,7.05,0
648,CHEMBL481211,Nc1ccccc1NC(=O)c1ccc(CNc2cncc(-c3cccnc3)n2)cc1,IC50,6.96,110,6.96,0
649,CHEMBL480043,CN(C)CCOc1ccc(-c2ccnc(NCc3ccc(C(=O)Nc4ccccc4N)cc3)n2)cc1,IC50,6.92,120,6.92,0
650,CHEMBL480044,CN(C)CCOc1cccc(-c2ccnc(NCc3ccc(C(=O)Nc4ccccc4N)cc3)n2)c1,IC50,6.89,130,6.89,0
651,CHEMBL520084,Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3nccs3)n2)cc1,IC50,6.85,140,6.85,0
652,CHEMBL481805,Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3ccn[nH]3)n2)cc1,IC50,6.85,140,6.85,0
653,CHEMBL515292,Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3cccc(OCCN4CCOCC4)c3)n2)cc1,IC50,6.85,140,6.85,0
654,CHEMBL479637,N#Cc1ccc(-c2ccnc(NCc3ccc(C(=O)Nc4ccccc4N)cc3)n2)cn1,IC50,6.8,160,6.8,0
655,CHEMBL517370,Nc1cc(-c2cccnc2)nc(NCc2ccc(C(=O)Nc3ccccc3N)cc2)n1,IC50,6.77,170,6.77,0
656,CHEMBL481996,Nc1ccccc1NC(=O)c1ccc(CNc2cccc(-c3cccnc3)n2)cc1,IC50,6.75,180,6.74,-0.01
657,CHEMBL480622,Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3cnccn3)n2)cc1,IC50,6.72,190,6.72,0
658,CHEMBL481997,Nc1ccccc1NC(=O)c1ccc(CNc2ccnc(-c3cccnc3)n2)cc1,IC50,6.7,200,6.7,0
659,CHEMBL520601,Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3cc(CO)no3)n2)cc1,IC50,6.68,210,6.68,0
660,CHEMBL481988,CC(C)(O)c1ccc(-c2ccnc(NCc3ccc(C(=O)Nc4ccccc4N)cc3)n2)cn1,IC50,6.64,230,6.64,0
661,CHEMBL482002,CSc1nc(NCc2ccc(C(=O)Nc3ccccc3N)cc2)cc(-c2cccnc2)n1,IC50,6.6,250,6.6,0
662,CHEMBL481795,COCOC(C)(C)c1ccc(-c2ccnc(NCc3ccc(C(=O)Nc4ccccc4N)cc3)n2)cn1,IC50,6.6,250,6.6,0
663,CHEMBL480430,Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3ccc(C(=O)N4CCOCC4)nc3)n2)cc1,IC50,6.6,250,6.6,0
664,CHEMBL519625,CN(C)C(=O)c1ccc(-c2ccnc(NCc3ccc(C(=O)Nc4ccccc4N)cc3)n2)cn1,IC50,6.38,420,6.38,0
665,CHEMBL481728,Nc1ccccc1NC(=O)/C=C/c1ccc(CNc2nccc(-c3cccnc3)n2)cc1,IC50,5.92,1200,5.92,0
666,CHEMBL481727,Nc1ccccc1NC(=O)c1ccc(Nc2nccc(-c3cccnc3)n2)cc1,IC50,5.7,2000,5.7,0
667,CHEMBL449493,O=C(N[C@@H](CCCCCB(O)O)C(=O)Nc1cccc(-c2ccccc2)c1)c1cccnc1,IC50,5.55,2800,5.55,0
668,CHEMBL492097,O=C(N[C@@H](CCCCCB(O)O)C(=O)Nc1cccc(-c2ccccc2)c1)c1cncs1,IC50,5.66,2200,5.66,0
669,CHEMBL513160,O=C(CCCCOCc1cc(-c2ccccc2)on1)NO,IC50,6.91,124,6.91,0
670,CHEMBL468842,CC(=O)Nc1ccc(-c2cc(C(=O)NCCCCCCC(=O)NO)no2)cc1,IC50,7.19,64.5,7.19,0
671,CHEMBL468841,Nc1ccc(-c2cc(C(=O)NCCCCC(=O)NO)no2)cc1,IC50,6.44,360,6.44,0
672,CHEMBL467793,Nc1ccc(-c2cc(C(=O)NCCCCCCC(=O)NO)no2)cc1,IC50,7.25,56.3,7.25,0
673,CHEMBL467792,CC(C)(C)OC(=O)Nc1ccc(-c2cc(C(=O)NCCCCC(=O)NO)no2)cc1,IC50,6.2,628,6.2,0
674,CHEMBL446512,Nc1cccc(-c2cc(C(=O)NCCCCC(=O)NO)no2)c1,IC50,6.14,716,6.15,0.01
675,CHEMBL468595,Nc1cccc(-c2cc(C(=O)NCCCCCCC(=O)NO)no2)c1,IC50,7.68,20.7,7.68,0
676,CHEMBL469275,CC(C)(C)OC(=O)Nc1cccc(-c2cc(C(=O)NCCCCC(=O)NO)no2)c1,IC50,6.08,826,6.08,0
677,CHEMBL469274,CC(C)(C)OC(=O)Nc1cccc(-c2cc(C(=O)NCCCCCCC(=O)NO)no2)c1,IC50,7,100,7,0
678,CHEMBL467998,O=C(CCCCNC(=O)c1cc(-c2ccccc2)on1)NO,IC50,6.19,644,6.19,0
679,CHEMBL455455,O=C(NCc1ccccc1)c1ccc(C(=O)C(F)(F)F)s1,IC50,6.33,467,6.33,0
680,CHEMBL504161,O=C(c1ccc(-c2nc(Cc3cccs3)no2)s1)C(F)(F)F,IC50,6,990,6,0
681,CHEMBL462203,O=C1COc2ccccc2N1Cc1noc(-c2ccc(C(=O)C(F)(F)F)s2)n1,IC50,5.93,1170,5.93,0
682,CHEMBL509207,Cc1ccc(-c2nnc(-c3ccc(C(=O)C(F)(F)F)s3)o2)cc1,IC50,5.75,1800,5.74,-0.01
683,CHEMBL462370,O=C(c1ccc(-c2nc(-c3cccnc3)no2)s1)C(F)(F)F,IC50,5.66,2200,5.66,0
684,CHEMBL454672,O=C(c1ccc(-c2nnc(-c3cccs3)o2)s1)C(F)(F)F,IC50,5.58,2600,5.59,0.01
685,CHEMBL512043,O=C(c1ccc(-c2nc(-c3ccccn3)no2)s1)C(F)(F)F,IC50,5.55,2800,5.55,0
686,CHEMBL454671,O=C(c1ccc(-c2nc(-c3cccs3)no2)s1)C(F)(F)F,IC50,5.54,2900,5.54,0
687,CHEMBL462223,O=C(c1ccc(-c2nnc(-c3ccccc3)o2)s1)C(F)(F)F,IC50,5.53,2970,5.53,0
688,CHEMBL460088,O=C(c1ccc(-c2nc(-c3ccc(F)cc3F)no2)s1)C(F)(F)F,IC50,5.38,4200,5.38,0
689,CHEMBL518821,O=C(c1ccc(-c2nc(COc3ccc(-c4nnco4)cc3)no2)s1)C(F)(F)F,IC50,5.32,4800,5.32,0
690,CHEMBL450362,O=C(c1ccc(-c2nc(-c3ccc(F)cc3)no2)s1)C(F)(F)F,IC50,5.23,5900,5.23,0
691,CHEMBL462202,O=C(Cc1noc(-c2ccc(C(=O)C(F)(F)F)s2)n1)N1CCCC1,IC50,5.23,5900,5.23,0
692,CHEMBL509445,Cc1cccc(-c2noc(-c3ccc(C(=O)C(F)(F)F)s3)n2)c1,IC50,5.18,6540,5.18,0
693,CHEMBL453953,Cc1ccc(-c2noc(-c3ccc(C(=O)C(F)(F)F)s3)n2)cc1,IC50,5.17,6800,5.17,0
694,CHEMBL462210,O=C(c1ccc(-c2nc(-c3ccccc3)no2)s1)C(F)(F)F,IC50,5.13,7400,5.13,0
695,CHEMBL461142,CC(C)(C)c1ccc(-c2noc(-c3ccc(C(=O)C(F)(F)F)s3)n2)cc1,IC50,4.78,16600,4.78,0
696,CHEMBL455395,O=C(c1ccc(-c2nc(-c3cccc(C(F)(F)F)c3)no2)s1)C(F)(F)F,IC50,4.76,17500,4.76,0
697,CHEMBL473270,O=C(CCCCCCC(=O)Nc1cccc(-c2ccccc2)c1)NO,IC50,8.05,9,8.05,0
698,CHEMBL515285,Nc1ccccc1NC(=O)CCCCCCC(=O)Nc1cccc(-c2ccccc2)c1,IC50,6.31,490,6.31,0
699,CHEMBL472663,O=C(NO)c1ccc(CNCc2cccc(Cl)c2)cc1,IC50,6.46,348,6.46,0
700,CHEMBL472664,COc1cccc(CNCc2ccc(C(=O)NO)cc2)c1,IC50,6.32,477,6.32,0
701,CHEMBL472861,O=C(NO)c1ccc(CNCCc2cccc(Cl)c2)cc1,IC50,6,1006,6,0
702,CHEMBL508797,O=C(NO)c1ccc(CNc2ccc(Cl)cc2)cc1,IC50,5.79,1620,5.79,0
703,CHEMBL443075,O=C(NO)c1ccc(CNC2CCCCC2)cc1,IC50,4.62,24060,4.62,0
704,CHEMBL472868,CC(NCc1ccc(C(=O)Nc2cc(-c3ccccc3)ccc2O)cc1)c1ccncc1,IC50,7.89,13,7.89,0
705,CHEMBL475099,Cc1ccc(O)c(NC(=O)c2ccc(CNc3ccncc3)cc2)c1,IC50,4.69,20570,4.69,0
706,CHEMBL473901,O=C(Nc1cc(Cl)ccc1O)c1ccc(CNc2ccncc2)cc1,IC50,5.3,5032,5.3,0
707,CHEMBL451205,O=C(Nc1cc(F)ccc1O)c1ccc(CNc2ccncc2)cc1,IC50,5.7,2013,5.7,0
708,CHEMBL474099,O=C(Nc1cc(Br)ccc1O)c1ccc(CNc2ccncc2)cc1,IC50,5.28,5223,5.28,0
709,CHEMBL516400,O=C(Nc1ccccc1O)c1ccc(CNc2ccncc2)cc1,IC50,5.8,1568,5.8,0
710,CHEMBL475316,COc1ccc(O)c(NC(=O)c2ccc(CNc3ccncc3)cc2)c1,IC50,5.1,7964,5.1,0
711,CHEMBL505961,Cc1c(CNc2ccc(C(=O)Nc3cc(-c4ccccc4)ccc3N)cc2)cnn1C,IC50,7.89,13,7.89,0
712,CHEMBL513061,Nc1ccc(-c2ccccc2)cc1NC(=O)c1ccc(CN2CCC3(CCNC3)CC2)cc1,IC50,7.48,33,7.48,0
713,CHEMBL475692,Nc1ccc(-c2ccccc2)cc1NC(=O)c1ccc(CN2CCC3(CCCN3)CC2)cc1,IC50,8.1,8,8.1,0
714,CHEMBL474890,Nc1ccc(-c2cccs2)cc1NC(=O)c1ccc(CN2CCC3(CCCN3)CC2)cc1,IC50,8.4,4,8.4,0
715,CHEMBL514304,Nc1ccc(-c2ccsc2)cc1NC(=O)c1ccc(CN2CCC3(CCCN3)CC2)cc1,IC50,8.1,8,8.1,0
716,CHEMBL473271,Nc1ccc(-c2ccccc2F)cc1NC(=O)c1ccc(CN2CCC3(CCCN3)CC2)cc1,IC50,7.8,16,7.8,0
717,CHEMBL473475,Nc1ccc(-c2cccc(F)c2)cc1NC(=O)c1ccc(CN2CCC3(CCCN3)CC2)cc1,IC50,7.33,47,7.33,0
718,CHEMBL473478,Nc1ccc(-c2ccc(F)cc2)cc1NC(=O)c1ccc(CN2CCC3(CCNC3)CC2)cc1,IC50,7.89,13,7.89,0
719,CHEMBL473479,Nc1ccc(-c2cccs2)cc1NC(=O)c1ccc(C(=O)N2CCC3(CCCN3)CC2)cc1,IC50,7.96,11,7.96,0
720,CHEMBL475302,Nc1ccc(-c2ccccc2F)cc1NC(=O)c1ccc(C(=O)N2CCC3(CCCN3)CC2)cc1,IC50,7.96,11,7.96,0
721,CHEMBL514503,Nc1ccc(-c2ccc(F)cc2)cc1NC(=O)c1ccc(C(=O)N2CCC3(CCCN3)CC2)cc1,IC50,7.92,12,7.92,0
722,CHEMBL473484,Nc1ccc(-c2ccccc2)cc1NC(=O)c1ccc(C(=O)N2CCC3(CCCN3)CC2)cc1,IC50,8.1,8,8.1,0
723,CHEMBL467679,CCC(=O)CCCCC[C@H](NC(=O)C1CCN(C)CC1)c1ncc(-c2ccc3ccccc3n2)[nH]1,IC50,7.66,22,7.66,0
724,CHEMBL2448573,CCC(=O)CCCCC[C@H](NC(=O)C1CCN(C)CC1)c1ncc(-c2cc3ccccc3cn2)[nH]1,IC50,8.1,8,8.1,0
725,CHEMBL2448574,CCC(=O)CCCCC[C@H](NC(=O)C1CCN(C)CC1)c1ncc(-c2cnc3ccccc3c2)[nH]1,IC50,8.4,4,8.4,0
726,CHEMBL2448566,CCC(=O)CCCCC[C@H](NC(=O)C1CCN(C)CC1)c1ncc(-c2ccc3ncccc3c2)[nH]1,IC50,8.7,2,8.7,0
727,CHEMBL2448567,CCC(=O)CCCCC[C@H](NC(=O)C1CCN(C)CC1)c1ncc(-c2cc(OC)c3ccccc3n2)[nH]1,IC50,7.52,30,7.52,0
728,CHEMBL2448568,CCC(=O)CCCCC[C@H](NC(=O)CCN(C)C)c1ncc(-c2cc(OC)c3ccccc3n2)[nH]1,IC50,7.29,51,7.29,0
729,CHEMBL2448569,CCC(=O)CCCCC[C@H](NC(=O)CCN1CCN(C)CC1)c1ncc(-c2cc(OC)c3ccccc3n2)[nH]1,IC50,7.77,17,7.77,0
730,CHEMBL2448570,CCC(=O)CCCCC[C@H](NC(=O)C1CN(C)C1)c1ncc(-c2cc(OC)c3ccccc3n2)[nH]1,IC50,6.79,162,6.79,0
731,CHEMBL2448571,CCC(=O)CCCCC[C@H](NC(=O)C1CN(C)C1)c1ncc(-c2ccc3nccnc3c2)[nH]1,IC50,7.41,39,7.41,0
732,CHEMBL2448572,CCC(=O)CCCCC[C@H](NC(=O)C1CN(C)C1)c1ncc(-c2cnc3ccccc3n2)[nH]1,IC50,8.1,8,8.1,0
733,CHEMBL2448575,CCC(=O)CCCCC[C@H](NC(=O)C1CN(C)C1)c1ncc(-c2cc3ccccc3nc2F)[nH]1,IC50,8.1,8,8.1,0
734,CHEMBL2448576,CCC(=O)CCCCC[C@H](NC(=O)C1CN(C)C1)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,IC50,7.89,13,7.89,0
735,CHEMBL501319,CCC(=O)CCCCC[C@H](NC(=O)Cc1c(C)[nH]c2ccc(OC)cc12)c1ncc(-c2ccc3ccccc3c2)[nH]1,IC50,7.57,27,7.57,0
736,CHEMBL467066,COc1ccc2[nH]c(C)c(CC(=O)N[C@@H](CCCCCC(=O)O)c3ncc(-c4ccc5ccccc5c4)[nH]3)c2c1,IC50,7.55,28,7.55,0
737,CHEMBL445506,COc1ccc2[nH]c(C)c(CC(=O)N[C@@H](CCCCCC(=O)NO)c3ncc(-c4ccc5ccccc5c4)[nH]3)c2c1,IC50,8.52,3,8.52,0
738,CHEMBL453396,CONC(=O)CCCCC[C@H](NC(=O)Cc1c(C)[nH]c2ccc(OC)cc12)c1ncc(-c2ccc3ccccc3c2)[nH]1,IC50,7.47,34,7.47,0
739,CHEMBL506484,COc1ccc2[nH]c(C)c(CC(=O)N[C@@H](CCCCCC(=O)NS(C)(=O)=O)c3ncc(-c4ccc5ccccc5c4)[nH]3)c2c1,IC50,7.33,47,7.33,0
740,CHEMBL505469,COc1ccc2[nH]c(C)c(CC(=O)N[C@@H](CCCCCC(=O)NS(=O)(=O)C(F)(F)F)c3ncc(-c4ccc5ccccc5c4)[nH]3)c2c1,IC50,7.03,94,7.03,0
741,CHEMBL452365,CNC(=O)CCCCC[C@H](NC(=O)Cc1c(C)[nH]c2ccc(OC)cc12)c1ncc(-c2ccc3ccccc3c2)[nH]1,IC50,6.92,120,6.92,0
742,CHEMBL511573,O=C(O)CCCCC[C@H](NC(=O)c1cncs1)c1ncc(-c2ccc3ccccc3c2)[nH]1,IC50,7.64,23,7.64,0
743,CHEMBL467875,CN1CC[C@@H](C(=O)N[C@@H](CCCCCC(=O)O)c2ncc(-c3ccc4ccccc4c3)[nH]2)C1,IC50,7.14,73,7.14,0
744,CHEMBL467876,CN1CC[C@H](C(=O)N[C@@H](CCCCCC(=O)O)c2ncc(-c3ccc4ccccc4c3)[nH]2)C1,IC50,7.4,40,7.4,0
745,CHEMBL466830,CN(C)S(=O)(=O)N[C@@H](CCCCCC(=O)O)c1ncc(-c2ccc3ccccc3c2)[nH]1,IC50,6.66,220,6.66,0
746,CHEMBL466013,CN1CCC(C(=O)N[C@@H](CCCCCC(=O)O)c2ncc(-c3ccc4ccccc4c3)[nH]2)CC1,IC50,7.46,35,7.46,0
747,CHEMBL466014,O=C(O)CCCCC[C@H](NS(=O)(=O)c1ccccc1[N+](=O)[O-])c1ncc(-c2ccc3ccccc3c2)[nH]1,IC50,7.72,19,7.72,0
748,CHEMBL466215,COc1ccc2[nH]c(C)c(CC(=O)N[C@@H](CCCCCC(N)=O)c3ncc(-c4ccc5ccccc5c4)[nH]3)c2c1,IC50,7.52,30,7.52,0
749,CHEMBL502965,CCNC(=O)CCCCC[C@H](NC(=O)Cc1c(C)[nH]c2ccc(OC)cc12)c1ncc(-c2ccc3ccccc3c2)[nH]1,IC50,7.18,66,7.18,0
750,CHEMBL500254,COc1ccc2[nH]c(C)c(CC(=O)N[C@@H](CCCCCC(=O)NC(C)C)c3ncc(-c4ccc5ccccc5c4)[nH]3)c2c1,IC50,6.32,480,6.32,0
751,CHEMBL444232,COc1ccc2[nH]c(C)c(CC(=O)N[C@@H](CCCCCC(=O)NCc3ccccc3)c3ncc(-c4ccc5ccccc5c4)[nH]3)c2c1,IC50,6,1000,6,0
752,CHEMBL502602,COc1ccc2[nH]c(C)c(CC(=O)N[C@@H](CCCCCC(=O)Nc3ccccc3)c3ncc(-c4ccc5ccccc5c4)[nH]3)c2c1,IC50,6.7,200,6.7,0
753,CHEMBL456213,COc1ccc2[nH]c(C)c(CC(=O)N[C@@H](CCCCCC(=O)N(C)C)c3ncc(-c4ccc5ccccc5c4)[nH]3)c2c1,IC50,6.77,170,6.77,0
754,CHEMBL452733,COc1ccc2[nH]c(C)c(CC(=O)N[C@@H](CCCCCC(=O)Nc3nncs3)c3ncc(-c4ccc5ccccc5c4)[nH]3)c2c1,IC50,6.46,350,6.46,0
755,CHEMBL460569,COc1ccc2[nH]c(C)c(CC(=O)N[C@@H](CCCCCC(=O)Nc3ccccc3N)c3ncc(-c4ccc5ccccc5c4)[nH]3)c2c1,IC50,6.96,110,6.96,0
756,CHEMBL511212,O=C(CCCCCCC(=O)Nc1nc(-c2ccccc2)cs1)NO,IC50,8.52,3,8.52,0
757,CHEMBL468935,Nc1cccc(-c2csc(NC(=O)CCCCCCC(=O)NO)n2)c1,IC50,8.4,4,8.4,0
758,CHEMBL512644,O=C(CCCCCCC(=O)Nc1ccc(-c2ccccc2)cc1)NO,IC50,7.48,33,7.48,0
759,CHEMBL469134,O=C(CCCCc1cc(C(=O)NO)no1)Nc1nc(-c2ccccc2)cs1,IC50,6.52,303,6.52,0
760,CHEMBL511432,Nc1cccc(-c2csc(NC(=O)CCCCc3cc(C(=O)NO)no3)n2)c1,IC50,6.86,139,6.86,0
761,CHEMBL511715,O=C(CCCCc1cc(C(=O)NO)no1)Nc1cnc2ccccc2c1,IC50,6.48,328,6.48,0
762,CHEMBL468527,O=C(CCCCc1cc(C(=O)NO)no1)Nc1ccc(-c2ccccc2)cc1,IC50,6.05,885,6.05,0
763,CHEMBL507592,O=C(CCCCc1cc(C(=O)NO)no1)NC1CCCC1,IC50,4.77,17100,4.77,0
764,CHEMBL466171,O=C(CCCCc1cc(C(=O)NO)no1)NC1CCCCC1,IC50,4.91,12300,4.91,0
765,CHEMBL466459,CC(C)(C)OC(=O)Nc1ccc(-c2cc(C(=O)NCC(=O)Nc3ccc(-c4cc(C(=O)NO)no4)cc3)no2)cc1,IC50,6.04,920,6.04,0
766,CHEMBL541451,N=C(N)NCCC[C@H](N)C(=O)NCC(=O)N[C@@H](CCCCCC(=O)Nc1ccccc1N)C(=O)Nc1ccccc1N,IC50,5.33,4700,5.33,0
767,CHEMBL550573,Cc1ccc(C(=O)NCC(=O)NCCC(=O)Nc2ccccc2N)cc1,IC50,4.08,83900,4.08,0
768,CHEMBL565112,Cc1ccc(C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCCC(=O)Nc2ccccc2N)cc1,IC50,5.04,9200,5.04,0
769,CHEMBL563287,Nc1ccccc1NC(=O)CCCCC[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC1=O,IC50,4.69,20500,4.69,0
770,CHEMBL552949,Nc1ccccc1NC(=O)CCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccccc1)C(=O)Nc1ccccc1N,IC50,5.14,7300,5.14,0
771,CHEMBL554395,Nc1ccccc1NC(=O)CCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,IC50,4.08,84200,4.07,-0.01
772,CHEMBL2000089,O=C1N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](CCCCCC(=O)[C@@H]2CO2)C(=O)N[C@H]1Cc1ccccc1,IC50,9.96,0.11,9.96,0
773,CHEMBL564876,O=C(CCCCCC(c1c[nH]c2ccccc12)c1c[nH]c2ccccc12)NO,IC50,6.14,730,6.14,0
774,CHEMBL561483,COc1cccc2c(C(CCCCCC(=O)NO)c3c[nH]c4c(OC)cccc34)c[nH]c12,IC50,7.08,83,7.08,0
775,CHEMBL561604,O=C(CCCCCC(c1c[nH]c2ccc([N+](=O)[O-])cc12)c1c[nH]c2ccc([N+](=O)[O-])cc12)NO,IC50,6.85,140,6.85,0
