,molecule_chembl_id,smiles,type,pchembl_value_average,standard_value_average,pchembl_ave_fromStandard,diff
3252,CHEMBL4159460,COc1ccc2c(ccn2CCOc2ccc(NC(=O)CCCCCCC(=O)NO)cc2)c1,IC50,8.35,4.5,8.35,0
3253,CHEMBL4171570,O=C(CCCCCN(Cc1ccc(F)cc1)c1ncc(C(=O)NCCCn2ccnc2)s1)NO,IC50,7,100,7,0
3254,CHEMBL4163681,O=C(CCCCCCN(Cc1ccc(F)cc1)c1ncc(C(=O)NCCCn2ccnc2)s1)NO,IC50,7.44,36,7.44,0
3255,CHEMBL4170109,O=C(CCCCCCCN(Cc1ccc(F)cc1)c1ncc(C(=O)NCCCn2ccnc2)s1)NO,IC50,7.36,44,7.36,0
3256,CHEMBL4162202,O=C(NO)c1ccc(CN(Cc2ccc(F)cc2)c2ncc(C(=O)NCCCn3ccnc3)s2)cc1,IC50,7.34,46,7.34,0
3257,CHEMBL4159972,O=C(/C=C/c1ccc(CN(Cc2ccc(F)cc2)c2ncc(C(=O)NCCCn3ccnc3)s2)cc1)NO,IC50,7.04,91,7.04,0
3258,CHEMBL4170617,CC(C)CCN(CCCCCCC(=O)NO)c1ncc(C(=O)NCCCn2ccnc2)s1,IC50,8.7,2,8.7,0
3259,CHEMBL4163345,CC(C)CCN(CCCCCC(=O)NO)c1ncc(C(=O)NCCCn2ccnc2)s1,IC50,7.22,60,7.22,0
3260,CHEMBL4174058,O=C(CCCCCCN(Cc1ccc(F)cc1)c1ncc(C(=O)NCc2cccnc2)s1)NO,IC50,7.02,95,7.02,0
3261,CHEMBL4166793,CC(C)CCN(CCCCCCC(=O)NO)c1ncc(C(=O)NCc2cccnc2)s1,IC50,7.44,36,7.44,0
3262,CHEMBL4172557,O=C(CCCCCCN1C(=O)NC2(CCCc3ccccc32)C1=O)NO,IC50,7.57,27,7.57,0
3263,CHEMBL4174925,COc1cccc(-n2nc(C(=O)NCC(=O)NO)nc2-c2cc(OC)c(OC)c(OC)c2)c1,IC50,7.24,58,7.24,0
3264,CHEMBL4168150,COc1cccc(-n2nc(C(=O)NCCCCCC(=O)NO)nc2-c2cc(OC)c(OC)c(OC)c2)c1,IC50,7.42,38,7.42,0
3265,CHEMBL4163794,CCS/C(Nc1ccccc1)=C(\C#N)C(=O)Nc1ccc(OC)cc1,IC50,7.42,38,7.42,0
3266,CHEMBL4171675,CCS/C(Nc1ccccc1)=C(\C#N)C(=O)N/N=C\c1ccc(Cl)cc1Cl,IC50,7.16,70,7.15,-0.01
3267,CHEMBL4162254,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCC(C(=O)NO)CC4)cc3)n2)cc1,IC50,5.57,2700,5.57,0
3268,CHEMBL4170168,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCC(C(=O)Nc5ccccc5N)CC4)cc3)n2)cc1,IC50,5.77,1700,5.77,0
3269,CHEMBL4169802,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCC(C(=O)Nc5ccc(/C=C/C(=O)NO)cc5)CC4)cc3)n2)cc1,IC50,5.29,5100,5.29,0
3270,CHEMBL4168707,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCC(C(=O)Nc5ccc(C(=O)NO)cc5)CC4)cc3)n2)cc1,IC50,4.62,24000,4.62,0
3271,CHEMBL4172110,CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCC(C(=O)NO)CC4)cc3)n2)cc1,IC50,5.54,2900,5.54,0
3272,CHEMBL4164238,CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCC(C(=O)Nc5ccccc5N)CC4)cc3)n2)cc1,IC50,5.68,2100,5.68,0
3273,CHEMBL4175555,CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCC(C(=O)Nc5ccc(/C=C/C(=O)NO)cc5)CC4)cc3)n2)cc1,IC50,6.6,250,6.6,0
3274,CHEMBL4167685,CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCC(C(=O)Nc5ccc(C(=O)NO)cc5)CC4)cc3)n2)cc1,IC50,6.42,380,6.42,0
3275,CHEMBL4165344,CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCC(C(=O)NCc5ccc(C(=O)NO)cc5)CC4)cc3)n2)cc1,IC50,5.96,1100,5.96,0
3276,CHEMBL4175964,CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCC(C(=O)NCCCC(=O)NO)CC4)cc3)n2)cc1,IC50,5.04,9200,5.04,0
3277,CHEMBL4168763,CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCC(C(=O)NCCCCC(=O)NO)CC4)cc3)n2)cc1,IC50,5.66,2200,5.66,0
3278,CHEMBL4160833,CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCC(C(=O)NCCCCCC(=O)NO)CC4)cc3)n2)cc1,IC50,6.46,350,6.46,0
3279,CHEMBL4167286,CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCC(C(=O)NCCCCCCC(=O)NO)CC4)cc3)n2)cc1,IC50,6.6,250,6.6,0
3280,CHEMBL4159366,CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCC(C(=O)NCCCCCCCC(=O)NO)CC4)cc3)n2)cc1,IC50,7.75,18,7.74,-0.01
3281,CHEMBL4160840,O=C(NO)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,IC50,6.8,160,6.8,0
3282,CHEMBL4170198,CN(C)c1ccc(C(=O)N(CC(=O)NCc2ccccc2)Cc2ccc(C(=O)NO)cc2)cc1,IC50,8.1,8,8.1,0
3283,CHEMBL4162282,Cc1ccc(NC(=O)CN(Cc2ccc(C(=O)NO)cc2)C(=O)c2ccc(N(C)C)cc2)cc1,IC50,7.1,80,7.1,0
3284,CHEMBL4173361,Cc1cc(C)cc(C(=O)N(CC(=O)NC2CCCCC2)Cc2ccc(C(=O)NO)cc2)c1,IC50,6.57,270,6.57,0
3285,CHEMBL4163675,CCOc1cc(C(C)(C)C)ccc1C1=N[C@@H](c2ccc(Cl)cc2)[C@@H](c2ccc(Cl)cc2)N1C(=O)N1CCN(CCCCCCC(=O)NO)CC1,IC50,6.05,890,6.05,0
3286,CHEMBL4168217,CCOc1cc(C(C)(C)C)ccc1C1=N[C@H](c2ccc(Cl)cc2)[C@H](c2ccc(Cl)cc2)N1C(=O)N1CCN(CCCCCCC(=O)NO)CC1,IC50,6.04,910,6.04,0
3287,CHEMBL4170056,CCOc1cc(C(C)(C)C)ccc1C1=NC(c2ccc(Cl)cc2)C(c2ccc(Cl)cc2)N1C(=O)N1CCC(C(=O)NO)CC1,IC50,5.01,9720,5.01,0
3288,CHEMBL4161826,CCOc1cc(C(C)(C)C)ccc1C1=NC(c2ccc(Cl)cc2)C(c2ccc(Cl)cc2)N1C(=O)N1CCC(C(=O)Nc2ccc(/C=C/C(=O)NO)cc2)CC1,IC50,6.01,970,6.01,0
3289,CHEMBL4163059,CCOc1cc(C(C)(C)C)ccc1C1=NC(c2ccc(Cl)cc2)C(c2ccc(Cl)cc2)N1C(=O)N1CCC(Nc2ncc(C(=O)NO)cn2)CC1,IC50,6,1010,6,0
3290,CHEMBL4170975,CCOc1cc(C(C)(C)C)ccc1C1=NC(c2ccc(Cl)cc2)C(c2ccc(Cl)cc2)N1C(=O)N1CCN(c2ncc(C(=O)NO)cn2)CC1,IC50,6.51,310,6.51,0
3291,CHEMBL4163017,CCOc1cc(C(C)(C)C)ccc1C1=NC(c2ccc(Cl)cc2)C(c2ccc(Cl)cc2)N1C(=O)N1CCN(Cc2ccc(C(=O)NO)cc2)CC1,IC50,5.46,3510,5.45,-0.01
3292,CHEMBL4173404,CCOc1cc(C(C)(C)C)ccc1C1=NC(c2ccc(Cl)cc2)C(c2ccc(Cl)cc2)N1C(=O)N1CCN(CCCCCCCC(=O)NO)CC1,IC50,6.39,410,6.39,0
3293,CHEMBL4174805,CCOc1cc(C(C)(C)C)ccc1C1=NC(c2ccc(Cl)cc2)C(c2ccc(Cl)cc2)N1C(=O)N1CCN(CCCCCCC(=O)NO)CC1,IC50,6.09,820,6.09,0
3294,CHEMBL4164148,CCOc1cc(C(C)(C)C)ccc1C1=NC(c2ccc(Cl)cc2)C(c2ccc(Cl)cc2)N1C(=O)N1CCN(CCCCCC(=O)NO)CC1,IC50,6.01,970,6.01,0
3295,CHEMBL4171353,CCOc1cc(C(C)(C)C)ccc1C1=NC(c2ccc(Cl)cc2)C(c2ccc(Cl)cc2)N1C(=O)N1CCN(CCCCC(=O)NO)CC1,IC50,6.01,980,6.01,0
3296,CHEMBL4160754,CCOc1cc(C(C)(C)C)ccc1C1=NC(c2ccc(Cl)cc2)C(c2ccc(Cl)cc2)N1C(=O)N1CCN(CC(=O)NO)CC1,IC50,5.38,4200,5.38,0
3297,CHEMBL4173507,CCOc1cc(C(C)(C)C)ccc1C1=NC(c2ccc(Cl)cc2)C(c2ccc(Cl)cc2)N1C(=O)NCc1ccc(C(=O)NO)cc1,IC50,5.43,3700,5.43,0
3298,CHEMBL4163120,CCOc1cc(C(C)(C)C)ccc1C1=NC(c2ccc(Cl)cc2)C(c2ccc(Cl)cc2)N1C(=O)NCCCCCCCC(=O)NO,IC50,6.57,270,6.57,0
3299,CHEMBL4159921,CCOc1cc(C(C)(C)C)ccc1C1=NC(c2ccc(Cl)cc2)C(c2ccc(Cl)cc2)N1C(=O)NCCCCCCC(=O)NO,IC50,6.05,890,6.05,0
3300,CHEMBL4170573,CCOc1cc(C(C)(C)C)ccc1C1=NC(c2ccc(Cl)cc2)C(c2ccc(Cl)cc2)N1C(=O)NCCCCCC(=O)NO,IC50,5.95,1130,5.95,0
3301,CHEMBL4166471,CCOc1cc(C(C)(C)C)ccc1C1=NC(c2ccc(Cl)cc2)C(c2ccc(Cl)cc2)N1C(=O)NCCCCC(=O)NO,IC50,5.54,2920,5.53,-0.01
3302,CHEMBL4174687,CCOc1cc(C(C)(C)C)ccc1C1=NC(c2ccc(Cl)cc2)C(c2ccc(Cl)cc2)N1C(=O)NCCCCCCCC(=O)Nc1ccccc1N,IC50,5.45,3590,5.44,-0.01
3303,CHEMBL4171605,CCOc1cc(C(C)(C)C)ccc1C1=NC(c2ccc(Cl)cc2)C(c2ccc(Cl)cc2)N1C(=O)NCCCCCCC(=O)Nc1ccccc1N,IC50,5.22,6070,5.22,0
3304,CHEMBL4160522,O=C(NO)c1ccc(Cl)c(NC(=O)c2cccc3ccsc23)c1,IC50,4.67,21400,4.67,0
3305,CHEMBL4205840,O=C(CCCCCCC(=O)Nc1ccc(N(CCCl)CCCl)cc1)NO,IC50,6.57,270,6.57,0
3306,CHEMBL2094337,O=C(NO)c1sc2ccccc2c1Cl,IC50,4.71,19400,4.71,0
3307,CHEMBL4213781,O=C(O)/C=C\c1cc2ccoc2cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,IC50,5.34,4600,5.34,0
3308,CHEMBL2336751,COc1cc([C@H]2Oc3c(OC)cc(CCCO)cc3[C@@H]2CO)ccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,IC50,5.44,3600,5.44,0
3309,CHEMBL4217705,O=C(CCCCN(Cc1ccccc1)Cc1ccccc1)NO,IC50,5.75,1800,5.74,-0.01
3310,CHEMBL4212751,O=C(CCCCCCN(Cc1ccccc1)Cc1ccccc1)NO,IC50,5.96,1100,5.96,0
3311,CHEMBL4078522,O=C(CCNCc1ccccc1)NO,IC50,4.3,50000,4.3,0
3312,CHEMBL4216233,O=C(CCCCNCc1ccccc1)NO,IC50,4.85,14000,4.85,0
3313,CHEMBL4208901,O=C(CCCCCCNCc1ccccc1)NO,IC50,6.47,340,6.47,0
3314,CHEMBL4211873,CC(C)(C)c1ccc(C2c3ccccc3CCN2CCC(=O)NO)cc1,IC50,4.75,18000,4.74,-0.01
3315,CHEMBL4214404,O=C(CCN1CCc2ccccc2C1c1ccc(C(F)(F)F)cc1)NO,IC50,4.75,18000,4.74,-0.01
3316,CHEMBL4213891,O=C(CCN1CCc2ccccc2C1c1cccc(C(F)(F)F)c1)NO,IC50,4.43,37000,4.43,0
3317,CHEMBL4218825,CCOc1ccc(C2c3ccccc3CCN2CCC(=O)NO)cc1,IC50,4.62,24000,4.62,0
3318,CHEMBL4218293,COc1ccc(C2c3ccccc3CCN2CCC(=O)NO)cc1,IC50,4.57,27000,4.57,0
3319,CHEMBL4206571,COc1cccc(C2c3ccccc3CCN2CCC(=O)NO)c1,IC50,4.89,13000,4.89,0
3320,CHEMBL4210933,O=C(CCN1CCc2ccccc2C1c1ccccc1)NO,IC50,5.36,4400,5.36,0
3321,CHEMBL4209843,O=C(CCCCN1CCc2ccccc2C1c1ccccc1)NO,IC50,6.11,770,6.11,0
3322,CHEMBL4204967,O=C(CCN1CCc2ccccc2C1)NO,IC50,4.24,57000,4.24,0
3323,CHEMBL4213297,O=C(CCCCCCN1CCc2ccccc2C1)NO,IC50,7.01,98,7.01,0
3324,CHEMBL4208365,O=C(CCN(Cc1ccccc1)Cc1ccccc1)NO,IC50,4.48,33000,4.48,0
3325,CHEMBL4206987,O=C(CCN1CCc2ccccc2C1c1cccc2ccccc12)NO,IC50,5.62,2400,5.62,0
3326,CHEMBL4208780,O=C(CCN1CCc2ccccc2C1c1ccc(-c2ccccc2)cc1)NO,IC50,5.14,7300,5.14,0
3327,CHEMBL4204308,Cn1cc(-c2ccc(=O)n(CCOc3ccnc4cc(OCCCCCC(=O)NO)ccc34)n2)cn1,IC50,6.67,216,6.67,0
3328,CHEMBL4209174,Cn1cc(-c2ccc(=O)n(CCOc3ccnc4cc(OCCCCCCC(=O)NO)ccc34)n2)cn1,IC50,7.75,18,7.74,-0.01
3329,CHEMBL4209005,Cn1cc(-c2ccc(=O)n(CCOc3ccnc4cc(OCCCCCC(=O)Nc5ccccc5N)ccc34)n2)cn1,IC50,6.66,221,6.66,0
3330,CHEMBL4218410,Cn1cc(-c2ccc(=O)n(CCOc3ccnc4cc(OCCCCCS)ccc34)n2)cn1,IC50,6.48,329,6.48,0
3331,CHEMBL4214018,Cn1cc(-c2ccc(=O)n(CCOc3ccnc4cc(OCc5ccc(C(=O)Nc6ccccc6N)cc5)ccc34)n2)cn1,IC50,6.81,156,6.81,0
3332,CHEMBL4207111,Cn1cc(-c2ccc(=O)n(CCOc3ccnc4cc(OCc5ccc(/C=C/C(=O)Nc6ccccc6N)nc5)ccc34)n2)cn1,IC50,6.2,625,6.2,0
3333,CHEMBL4204833,Cn1cc(-c2ccc(=O)n(CCOc3ccnc4cc(OCCCOc5ccc(C(=O)Nc6ccccc6N)nc5)ccc34)n2)cn1,IC50,7.42,38,7.42,0
3334,CHEMBL4209189,Cn1cc(-c2ccc(=O)n(CCOc3ccnc4cc(-c5ccc(C(=O)Nc6ccccc6N)s5)ccc34)n2)cn1,IC50,6.33,467,6.33,0
3335,CHEMBL4204322,Cn1cc(-c2ccc(=O)n(CCOc3ccnc4cc(Nc5ccc(C(=O)Nc6ccccc6N)nc5)ccc34)n2)cn1,IC50,6.89,129,6.89,0
3336,CHEMBL4211776,Cc1c2ccc(N(C)c3ccnc(Nc4ccc(C(=O)NCCCCCCCC(=O)Nc5ccccc5N)cc4)n3)cc2nn1C,IC50,5.84,1460,5.84,0
3337,CHEMBL4213341,Cc1c2ccc(N(C)c3ccnc(Nc4ccc(C(=O)Nc5ccccc5N)cc4)n3)cc2nn1C,IC50,6.23,590,6.23,0
3338,CHEMBL4215029,COc1cc(C(=O)c2ccc3c(ccn3Cc3ccc(/C=C/C(=O)NO)cc3)c2)cc(OC)c1OC,IC50,5.46,3480,5.46,0
3339,CHEMBL4210107,COc1ccc(C(=O)c2ccc3c(ccn3Cc3ccc(/C=C/C(=O)NO)cc3)c2)cc1,IC50,5.84,1440,5.84,0
3340,CHEMBL4202838,COc1cc(C(=O)c2ccc3c(ccn3S(=O)(=O)c3ccc(/C=C/C(=O)NO)cc3)c2)cc(OC)c1OC,IC50,5.07,8540,5.07,0
3341,CHEMBL4214502,COc1ccc(C(=O)c2ccc3c(ccn3S(=O)(=O)c3ccc(/C=C/C(=O)NO)cc3)c2)cc1,IC50,5.14,7160,5.15,0.01
3342,CHEMBL4207182,Cc1ccc(C(=O)c2ccc3c(ccn3S(=O)(=O)c3cccc(/C=C/C(=O)NO)c3)c2)cc1,IC50,5.85,1420,5.85,0
3343,CHEMBL4218915,COc1cc(C(=O)c2ccc3c(ccn3S(=O)(=O)c3cccc(/C=C/C(=O)NO)c3)c2)cc(OC)c1OC,IC50,5.88,1320,5.88,0
3344,CHEMBL4217319,COc1ccc(C(=O)c2ccc3c(ccn3S(=O)(=O)c3cccc(/C=C/C(=O)NO)c3)c2)cc1OC,IC50,6.06,877,6.06,0
3345,CHEMBL4205609,COc1cccc(C(=O)c2ccc3c(ccn3S(=O)(=O)c3cccc(/C=C/C(=O)NO)c3)c2)c1,IC50,5.92,1210,5.92,0
3346,CHEMBL4213856,COc1ccc(C(=O)c2ccc3c(ccn3S(=O)(=O)c3cccc(/C=C/C(=O)NO)c3)c2)cc1,IC50,5.84,1460,5.84,0
3347,CHEMBL4218789,O=C(/C=C/c1cccc(S(=O)(=O)n2ccc3cc(C(=O)c4ccc(F)cc4)ccc32)c1)NO,IC50,6.64,230,6.64,0
3348,CHEMBL4209463,Cc1ccc(C(=O)c2ccc3c(ccn3Cc3ccc(C(=O)NO)cc3)c2)cc1,IC50,5.51,3120,5.51,0
3349,CHEMBL4206021,COc1ccc(C(=O)c2ccc3c(ccn3Cc3ccc(C(=O)NO)cc3)c2)cc1OC,IC50,5.55,2800,5.55,0
3350,CHEMBL4210907,COc1cccc(C(=O)c2ccc3c(ccn3Cc3ccc(C(=O)NO)cc3)c2)c1,IC50,5.42,3790,5.42,0
3351,CHEMBL4218266,COc1ccc(C(=O)c2ccc3c(ccn3Cc3ccc(C(=O)NO)cc3)c2)cc1,IC50,5.66,2190,5.66,0
3352,CHEMBL4206537,O=C(NO)c1ccc(Cn2ccc3cc(C(=O)c4ccc(Cl)cc4)ccc32)cc1,IC50,5.32,4780,5.32,0
3353,CHEMBL4215954,O=C(NO)c1ccc(Cn2ccc3cc(C(=O)c4ccc(F)cc4)ccc32)cc1,IC50,5.48,3300,5.48,0
3354,CHEMBL4210305,COc1ccc(CN(CCN(C)C)c2ccc(C(=O)Nc3ccccc3N)cn2)cc1,IC50,5.82,1500,5.82,0
3355,CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,5.93,1185,5.93,0
3356,CHEMBL4228699,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(C(=O)NO)cc2)cc1,IC50,6.08,836,6.08,0
3357,CHEMBL4227770,Cc1ccc(-c2cc(C(F)(F)F)nn2Cc2ccc(C(=O)NO)cc2)cc1,IC50,6.03,925,6.03,0
3358,CHEMBL4225331,Cc1ccc(-c2cc(C(F)(F)F)n(Cc3ccc(C(=O)NO)cc3)n2)cc1,IC50,6.96,110,6.96,0
3359,CHEMBL4227717,Cc1ccc(-c2cc(C(F)(F)F)nn2CCc2ccc(C(=O)NO)cc2)cc1,IC50,5.97,1071,5.97,0
3360,CHEMBL4229123,Cc1ccc(-c2cc(C(F)(F)F)n(CCc3ccc(C(=O)NO)cc3)n2)cc1,IC50,6.45,352,6.45,0
3361,CHEMBL4228291,Cc1ccc(-c2cc(C)nn2Cc2ccc(C(=O)NO)cc2)cc1,IC50,6.16,694,6.16,0
3362,CHEMBL4229248,Cc1ccc(-c2cc(C)n(Cc3ccc(C(=O)NO)cc3)n2)cc1,IC50,6.88,133,6.88,0
3363,CHEMBL4225495,Cc1cc(-c2ccc3c(c2)OCO3)n(Cc2ccc(C(=O)NO)cc2)n1,IC50,6.37,430,6.37,0
3364,CHEMBL4228987,Cc1cc(-c2ccc3c(c2)OCO3)nn1Cc1ccc(C(=O)NO)cc1,IC50,7.62,24,7.62,0
3365,CHEMBL4225230,Cc1cc(-c2ccc(F)cc2)n(Cc2ccc(C(=O)NO)cc2)n1,IC50,5.69,2021,5.69,0
3366,CHEMBL4225171,Cc1cc(-c2ccc(F)cc2)nn1Cc1ccc(C(=O)NO)cc1,IC50,6.32,480,6.32,0
3367,CHEMBL4226024,CCc1cc(-c2ccc(F)cc2)n(Cc2ccc(C(=O)NO)cc2)n1,IC50,5.44,3611,5.44,0
3368,CHEMBL4224911,CCc1cc(-c2ccc(F)cc2)nn1Cc1ccc(C(=O)NO)cc1,IC50,6.31,487,6.31,0
3369,CHEMBL4228210,CCCc1cc(-c2ccc(F)cc2)nn1Cc1ccc(C(=O)NO)cc1,IC50,6.27,541,6.27,0
3370,CHEMBL4226489,O=C(NO)c1ccc(Cn2nc(-c3ccc(F)cc3)cc2Cc2ccccc2)cc1,IC50,5.72,1883,5.73,0.01
3371,CHEMBL4225914,O=C(NO)c1ccc(CNC(=O)c2cc(-c3ccc(F)cc3)[nH]n2)cc1,IC50,7.42,38,7.42,0
3372,CHEMBL4226175,O=C(CCCNC(=O)c1cc(-c2ccc(F)cc2)[nH]n1)NO,IC50,5.43,3741,5.43,0
3373,CHEMBL4227275,O=C(CCCCNC(=O)c1cc(-c2ccc(F)cc2)[nH]n1)NO,IC50,5.98,1039,5.98,0
3374,CHEMBL4226433,O=C(CCCCCNC(=O)c1cc(-c2ccc(F)cc2)[nH]n1)NO,IC50,7.18,66,7.18,0
3375,CHEMBL4225451,O=C(CCCCCCNC(=O)c1cc(-c2ccc(F)cc2)[nH]n1)NO,IC50,7.1,79,7.1,0
3376,CHEMBL4229142,O=C(/C=C/c1ccc(C(=O)NO)cc1)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccc(Cl)cc1,IC50,7.26,54.7,7.26,0
3377,CHEMBL4228565,O=C(/C=C/c1ccc(C(=O)NO)cc1)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccc(Br)cc1,IC50,7.34,45.3,7.34,0
3378,CHEMBL4225063,O=C(/C=C/c1ccc(C(=O)NO)cc1)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1cccc(Cl)c1,IC50,7.64,22.9,7.64,0
3379,CHEMBL4202863,Cc1ccc(NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)c2ccc(C(=O)NO)cc2)cc1,IC50,6.66,219,6.66,0
3380,CHEMBL4227185,CC(/C=C/C(=O)NO)=C\C(C)C(=O)c1ccc(C2([C@H]3CC(=O)O[C@@H]3CO[Si](C)(C)C(C)(C)C)SCCCS2)cc1,IC50,5.92,1200,5.92,0
3381,CHEMBL4228293,Cc1cn([C@@H]2C[C@H](C3(c4ccc(NC(=O)CCCCCCC(=O)NO)cc4)SCCCS3)[C@@H](CO[Si](C)(C)C(C)(C)C)O2)c(=O)[nH]c1=O,IC50,5.96,1100,5.96,0
3382,CHEMBL4228332,Cc1cn([C@H]2C[C@H](C3(c4ccc(NC(=O)CCCCCCC(=O)NO)cc4)SCCCS3)[C@@H](CO[Si](C)(C)C(C)(C)C)O2)c(=O)[nH]c1=O,IC50,6.14,730,6.14,0
3383,CHEMBL4228977,Cc1cn([C@@H]2C[C@H](C3(c4ccc(NC(=O)CCCCCC(=O)NO)cc4)SCCCS3)[C@@H](CO[Si](C)(C)C(C)(C)C)O2)c(=O)[nH]c1=O,IC50,6.23,590,6.23,0
3384,CHEMBL4225627,Cc1cn([C@H]2C[C@H](C3(c4ccc(NC(=O)CCCCCC(=O)NO)cc4)SCCCS3)[C@@H](CO[Si](C)(C)C(C)(C)C)O2)c(=O)[nH]c1=O,IC50,6.05,900,6.05,0
3385,CHEMBL4226829,Cc1cn([C@@H]2C[C@H](C3(c4ccc(NC(=O)CCCCC(=O)NO)cc4)SCCCS3)[C@@H](CO[Si](C)(C)C(C)(C)C)O2)c(=O)[nH]c1=O,IC50,5.55,2800,5.55,0
3386,CHEMBL4225893,Cc1cn([C@H]2C[C@H](C3(c4ccc(NC(=O)CCCCC(=O)NO)cc4)SCCCS3)[C@@H](CO[Si](C)(C)C(C)(C)C)O2)c(=O)[nH]c1=O,IC50,5.6,2500,5.6,0
3387,CHEMBL4228653,CCNC(=O)c1cc2c(-c3cccc(OCCCCCCOc4ccc(Nc5nc(-c6cnn(CCCCCCC(=O)NO)c6)c6cc[nH]c6n5)cc4)c3)nc(N)nc2s1,IC50,5.61,2470,5.61,0
3388,CHEMBL4250582,C[Si](O)(O)CCCCCCC(=O)Nc1ccccc1,IC50,5.57,2700,5.57,0
3389,CHEMBL4241177,CC(C)c1cc(C(=O)N2CCc3cc(NC(=O)CCCC(=O)NO)ccc32)c(O)cc1O,IC50,5.52,2990,5.52,0
3390,CHEMBL4245392,CC(C)c1cc(C(=O)N2CCc3cc(NC(=O)CCCCC(=O)NO)ccc32)c(O)cc1O,IC50,5.35,4450,5.35,0
3391,CHEMBL4237454,CC(C)c1cc(C(=O)N2CCc3cc(NC(=O)CCCCCC(=O)NO)ccc32)c(O)cc1O,IC50,6.36,440,6.36,0
3392,CHEMBL4241615,CC(C)c1cc(C(=O)N2CCc3cc(NC(=O)CCCCCCC(=O)NO)ccc32)c(O)cc1O,IC50,6.89,130,6.89,0
3393,CHEMBL4247905,CC(C)c1cc(C(=O)N2CCc3cc(NC(=O)CCCCCCCC(=O)NO)ccc32)c(O)cc1O,IC50,5.71,1950,5.71,0
3394,CHEMBL4237899,CC(C)c1cc(C(=O)N2CCc3cc(NC(=O)CCCCCCCCC(=O)NO)ccc32)c(O)cc1O,IC50,5.69,2030,5.69,0
3395,CHEMBL4242626,N#CCCn1cc(-c2nc(Nc3ccc(NC(=O)CCCCCCC(=O)NO)cc3)nc3[nH]ccc23)cn1,IC50,7.35,45,7.35,0
3396,CHEMBL4237600,CS(=O)(=O)CCn1cc(-c2nc(Nc3ccc(NC(=O)CCCCCCC(=O)NO)cc3)nc3[nH]ccc23)cn1,IC50,7,101,7,0
3397,CHEMBL4243822,O=C(CCCCCCC(=O)Nc1ccc(Nc2nc(-c3cnn(CCCCCCOc4ccccc4)c3)c3cc[nH]c3n2)cc1)NO,IC50,5.7,1997,5.7,0
3398,CHEMBL4248054,O=C(CCCCCCC(=O)Nc1ccc(Nc2nc(-c3cnn(CCCCCOc4ccccc4)c3)c3cc[nH]c3n2)cc1)NO,IC50,5.88,1319,5.88,0
3399,CHEMBL4240012,O=C(CCCCCCC(=O)Nc1ccc(Nc2nc(-c3cnn(CCCCOc4ccccc4)c3)c3cc[nH]c3n2)cc1)NO,IC50,5.76,1721,5.76,0
3400,CHEMBL4250122,O=C(CCCCCCC(=O)Nc1ccc(Nc2nc(-c3cnn(CC4CCCC4)c3)c3cc[nH]c3n2)cc1)NO,IC50,5.57,2706,5.57,0
3401,CHEMBL4250891,COCCn1cc(-c2nc(Nc3ccc(NC(=O)CCCCCCC(=O)NO)cc3)nc3[nH]ccc23)cn1,IC50,7.2,63,7.2,0
3402,CHEMBL4247128,C=CCCn1cc(-c2nc(Nc3ccc(NC(=O)CCCCCCC(=O)NO)cc3)nc3[nH]ccc23)cn1,IC50,7.08,83,7.08,0
3403,CHEMBL4243458,CCCn1cc(-c2nc(Nc3ccc(NC(=O)CCCCCCC(=O)NO)cc3)nc3[nH]ccc23)cn1,IC50,7.36,44,7.36,0
3404,CHEMBL4243347,O=C(CCCCCCC(=O)Nc1ccc(Nc2nc(-c3cn[nH]c3)c3cc[nH]c3n2)cc1)NO,IC50,8.7,2,8.7,0
